animal	dpi	weight
MJ1	261	25
MJ2	261	32.2
MJ3	261	24.8
MJ4	261	26.1
MC1	264	23.4
MC2	264	25.9
MC3	264	29.5
MC4	264	27.5
MD1	264	26.2
MD3	264	23
MD4	264	32.3
MG1	264	33.8
MG2	264	23.7
MG3	264	28.4
MG4	264	27.7
MH1	264	22.4
MH2	264	26.5
MH3	264	23.8
MH4	264	25.6
MJ1	264	24.7
MJ2	264	32.2
MJ3	264	25.3
MJ4	264	25.9
MC1	266	23.8
MC2	266	25.7
MC3	266	28.9
MC4	266	27.1
MD1	266	24.3
MD3	266	21.7
MD4	266	29.8
MG1	266	32.4
MG2	266	23.6
MG3	266	27.1
MG4	266	27.9
MH1	266	22
MH2	266	26.8
MH3	266	24.1
MH4	266	24.9
MJ1	266	24.4
MJ2	266	30.2
MJ3	266	25.5
MJ4	266	25.1
MC1	268	23.4
MC2	268	25.6
MC3	268	28.9
MC4	268	27.2
MD4	268	28.6
MG1	268	33
MG2	268	22.8
MG3	268	27.6
MG4	268	27.8
MH3	268	24.6
MH4	268	25.4
MJ2	268	31.2
MJ3	268	25.3
MJ4	268	24.3
MC1	271	23.5
MC2	271	25.4
MC3	271	28.7
MC4	271	27.3
MD4	271	27.3
MG1	271	32.1
MG2	271	24.1
MG3	271	28.4
MG4	271	28.5
MH3	271	24.1
MH4	271	24.8
MJ2	271	31.9
MJ3	271	25.2
MJ4	271	22.7
MC1	273	23.6
MC2	273	25.7
MC3	273	28.7
MC4	273	27.4
MD4	273	24.3
MG1	273	32.3
MG2	273	24.3
MG3	273	28.3
MG4	273	28.5
MH3	273	23.6
MH4	273	24.9
MJ2	273	31.8
MJ3	273	25.6
MJ4	273	21.5
MC1	275	24.3
MC2	275	25.5
MC3	275	29.3
MC4	275	27.9
MD4	275	22.6
MG1	275	32.8
MG2	275	23.7
MG3	275	27.7
MG4	275	28.5
MH3	275	24.2
MH4	275	24.6
MJ2	275	31.6
MJ3	275	25.3
MJ4	275	20.6
MC1	278	23.7
MC2	278	25
MC3	278	29.3
MC4	278	27.2
MG1	278	31.8
MG2	278	23.7
MG3	278	27.3
MG4	278	29
MH3	278	23.6
MH4	278	24.1
MJ2	278	30.1
MJ3	278	25.1
MJ4	278	19.3
MC1	280	23.5
MC2	280	25.2
MC3	280	29
MC4	280	27.5
MG1	280	31.5
MG2	280	23.6
MG3	280	27
MG4	280	28.2
MH3	280	23.2
MH4	280	24.5
MJ2	280	30.2
MJ3	280	24.1
MJ4	280	18.5
MC1	282	23.9
MC2	282	25.3
MC3	282	29.6
MC4	282	27
MG1	282	32.1
MG2	282	23.9
MG3	282	27.1
MG4	282	29.2
MH3	282	22.9
MH4	282	24.1
MJ2	282	29.6
MJ3	282	24.7
MC1	285	23.2
MC2	285	24.9
MC3	285	28.3
MC4	285	26.8
MG1	285	30.9
MG2	285	24.4
MG3	285	26.4
MG4	285	28.7
MH3	285	22
MH4	285	23.2
MJ2	285	29
MJ3	285	23.5
MC1	287	23.5
MC2	287	24.2
MC3	287	28.2
MC4	287	25.5
MG1	287	30
MG2	287	24.2
MG3	287	26.5
MG4	287	27.4
MH3	287	20.2
MH4	287	22.1
MJ2	287	28.9
MJ3	287	22.3
MC1	289	23.4
MC2	289	24.1
MC3	289	28.5
MC4	289	25.7
MG1	289	29.6
MG2	289	24.3
MG3	289	25.9
MG4	289	27.1
MH3	289	19.3
MH4	289	21.1
MJ2	289	29.3
MJ3	289	22.2
MC1	292	23
MC2	292	24.7
MC3	292	28.8
MC4	292	26.8
MG1	292	28.7
MG2	292	24.1
MG3	292	24.8
MG4	292	26.8
MH4	292	21.2
MJ2	292	30.7
MC1	294	22.6
MC2	294	24.6
MC3	294	29
MC4	294	25.8
MG1	294	27.6
MG2	294	24.4
MG3	294	25.8
MG4	294	27.9
MH4	294	19.3
MJ2	294	30.7
MC1	296	21.7
MC2	296	22.8
MC3	296	27.5
MC4	296	24.6
MG1	296	26.8
MG2	296	23.1
MG3	296	25.1
MG4	296	27.5
MJ2	296	29.6
MC1	299	23
MC2	299	24.5
MC3	299	28.5
MC4	299	25.2
MG1	299	25.9
MG2	299	23.4
MG3	299	24.5
MG4	299	26.5
MJ2	299	27.2
MC1	301	22.6
MC2	301	23.9
MC3	301	27.8
MC4	301	24.8
MG1	301	25.2
MG2	301	22.5
MG3	301	24.9
MG4	301	26.8
MJ2	301	26.7
MC1	303	22.5
MC2	303	24
MC3	303	27.7
MC4	303	24.6
MG1	303	22
MG2	303	22.9
MG3	303	23.8
MG4	303	25.6
MC1	306	23.5
MC2	306	22.2
MC3	306	28
MC4	306	24.8
MG1	306	18.3
MG2	306	23.1
MG3	306	24.1
MG4	306	26.2
MC1	308	21.9
MC2	308	20.7
MC3	308	25.7
MC4	308	23.1
MG2	308	20.7
MG3	308	22
MG4	308	23.3
MC1	310	19.4
MC2	310	18.7
MC3	310	22.4
MC4	310	20.5
MG2	310	20.1
MG3	310	22.5
MG4	310	23.2
MC4	314	15.2
MG2	314	19.2
MG3	314	21.2
MG4	314	22.4
MG2	316	16.4
MG3	316	19.7
MG4	316	21.6
QA1	92	23.9
QA2	92	18.7
QA3	92	22.6
QA4	92	21
QB1	92	23.2
QB2	92	24.5
QB3	92	24
QB4	92	22.5
QC1	92	21.5
QC2	92	26.2
QC3	92	23.6
QC4	92	26.7
QD1	92	22.6
QD2	92	21.9
QD3	92	24.1
QD4	92	26.8
QA1	99	23.9
QA2	99	18.6
QA3	99	23.3
QA4	99	21.1
QB1	99	23.6
QB2	99	23.9
QB3	99	25.4
QB4	99	22.3
QC1	99	22.1
QC2	99	29
QC3	99	23.9
QC4	99	27.4
QD1	99	21.7
QD2	99	21.9
QD3	99	25
QD4	99	27.6
QA1	105	24.3
QA2	105	18.3
QA3	105	23.6
QA4	105	21.4
QB1	105	24
QB2	105	25.2
QB3	105	27.1
QB4	105	21.6
QC1	105	23.6
QC2	105	28.2
QC3	105	25.5
QC4	105	28.8
QD1	105	22.9
QD2	105	22.5
QD3	105	25.7
QD4	105	28.9
QA1	113	24.1
QA2	113	18.5
QA3	113	23.4
QA4	113	20.7
QB1	113	24.6
QB2	113	26
QB3	113	25.9
QB4	113	22.2
QC1	113	24
QC2	113	31.1
QC3	113	25.4
QC4	113	31.1
QD1	113	24.7
QD2	113	22.4
QD3	113	26.1
QD4	113	28.6
QA1	120	24.6
QA2	120	18.9
QA3	120	23.9
QA4	120	21.2
QB1	120	25.2
QB2	120	26.1
QB3	120	27.7
QB4	120	22.6
QC1	120	23.2
QC2	120	31.4
QC3	120	26.3
QC4	120	31
QD1	120	22.8
QD2	120	23.2
QD3	120	27.4
QD4	120	29.5
QA1	123	24.6
QA2	123	18.4
QA3	123	23.8
QA4	123	21
QB1	123	24.8
QB2	123	26.1
QB3	123	27.7
QB4	123	23.6
QC1	123	22.4
QC2	123	30.8
QC3	123	25.2
QC4	123	30.1
QD1	123	23.7
QD2	123	22.7
QD3	123	27.2
QD4	123	29.3
QA1	125	24.4
QA2	125	18.5
QA3	125	23.4
QA4	125	20.5
QB1	125	24.5
QB2	125	25.4
QB3	125	27.6
QB4	125	22.4
QC1	125	22.6
QC2	125	31.2
QC3	125	25.1
QC4	125	29.7
QD1	125	23.6
QD2	125	22.4
QD3	125	27
QD4	125	29
QA1	127	24.5
QA2	127	18.3
QA3	127	23.6
QA4	127	20.6
QB1	127	24.4
QB2	127	25.4
QB3	127	27.4
QB4	127	22.3
QC1	127	22.3
QC2	127	32
QC3	127	25.1
QC4	127	29.8
QD1	127	23.3
QD2	127	22.3
QD3	127	25
QD4	127	28.7
QA1	132	24.3
QA2	132	18.4
QA3	132	23.7
QA4	132	21.5
QB1	132	25
QB2	132	26.7
QB3	132	27.8
QB4	132	23
QC1	132	23.1
QC2	132	33.8
QC3	132	26.7
QC4	132	29.3
QD1	132	23.3
QD2	132	23
QD3	132	27.7
QD4	132	29.8
QA1	134	24.3
QA2	134	17.7
QA3	134	23.8
QA4	134	21.1
QB1	134	24.8
QB2	134	27
QB3	134	28.3
QB4	134	23.3
QC1	134	22.6
QC2	134	32.5
QC3	134	26.4
QC4	134	29.9
QD1	134	23.1
QD2	134	22.7
QD3	134	27.3
QD4	134	29.5
QA1	137	24.2
QA2	137	17.9
QA3	137	23.6
QA4	137	21.4
QB1	137	24.6
QB2	137	26.6
QB3	137	27.8
QB4	137	23.1
QC1	137	23.5
QC2	137	32.9
QC3	137	27.1
QC4	137	29.4
QD1	137	23.4
QD2	137	21.7
QD3	137	27.3
QD4	137	29
QA1	139	23.8
QA2	139	18.3
QA3	139	23.7
QA4	139	21.6
QB1	139	24.9
QB2	139	27.2
QB3	139	27.8
QB4	139	23.6
QC1	139	23.4
QC2	139	32.6
QC3	139	26.9
QC4	139	29.5
QD1	139	23.5
QD2	139	22.4
QD3	139	27.2
QD4	139	29.1
QA1	141	23.8
QA2	141	17.6
QA3	141	22.9
QA4	141	21
QB1	141	24.4
QB2	141	26.5
QB3	141	27.9
QB4	141	22.8
QC1	141	22.8
QC2	141	31.7
QC3	141	27.1
QC4	141	28
QD1	141	23.2
QD2	141	22.2
QD3	141	26.4
QD4	141	28.9
QA1	146	23.6
QA2	146	17.6
QA3	146	22.8
QA4	146	20.5
QB1	146	24.5
QB2	146	27.5
QB3	146	28.9
QB4	146	23.7
QC1	146	23.8
QC2	146	31.9
QC3	146	26.3
QC4	146	29.9
QD1	146	23.3
QD2	146	22.8
QD3	146	28.9
QD4	146	30.1
QA1	148	23.4
QA2	148	17.8
QA3	148	22.6
QA4	148	20.4
QB1	148	24.6
QB2	148	26.3
QB3	148	28.9
QB4	148	23.6
QC1	148	23.6
QC2	148	31.2
QC3	148	26.1
QC4	148	29.6
QD1	148	22.8
QD2	148	22.4
QD3	148	28.5
QD4	148	29.6
QA1	151	22.7
QA2	151	17
QA3	151	21.9
QA4	151	19.8
QB1	151	23.7
QB2	151	26.4
QB3	151	29
QB4	151	23.1
QC1	151	24.1
QC2	151	31.1
QC3	151	27
QC4	151	29.8
QD1	151	23.2
QD2	151	21.9
QD3	151	28.1
QD4	151	29.4
QA1	153	22.8
QA2	153	16.9
QA3	153	21.7
QA4	153	19.9
QB1	153	23.4
QB2	153	26.2
QB3	153	28.9
QB4	153	22.8
QC1	153	24.2
QC2	153	31.5
QC3	153	26.4
QC4	153	29.5
QD1	153	22.6
QD2	153	22.2
QD3	153	28
QD4	153	29.6
QA1	155	22
QA2	155	17.1
QA3	155	22.1
QA4	155	19.9
QB1	155	23.6
QB2	155	26.3
QB3	155	28.9
QB4	155	22.9
QC1	155	24.4
QC2	155	32
QC3	155	27.3
QC4	155	29.8
QD1	155	23.7
QD2	155	23.5
QD3	155	28.4
QD4	155	30.1
QA1	158	21.1
QA2	158	16
QA3	158	20.3
QA4	158	19.8
QB1	158	23.3
QB2	158	25.1
QB3	158	29.2
QB4	158	21.8
QC1	158	24.6
QC2	158	31.6
QC3	158	26.8
QC4	158	30.9
QD1	158	23.1
QD2	158	23.7
QD3	158	28.9
QD4	158	30.1
QA1	160	19.8
QA2	160	15.9
QA3	160	19.4
QA4	160	18.6
QB1	160	21
QB2	160	23.4
QB3	160	28.3
QB4	160	20.6
QC1	160	24.2
QC2	160	31.8
QC3	160	26.9
QC4	160	30.9
QD1	160	23
QD2	160	23.3
QD3	160	28.7
QD4	160	29.8
QA1	162	19.5
QA2	162	15.5
QA3	162	19.3
QA4	162	18.4
QB1	162	19.9
QB2	162	22.8
QB3	162	27.6
QB4	162	20.1
QC1	162	24.2
QC2	162	31.1
QC3	162	26.5
QC4	162	30.9
QD1	162	23.3
QD2	162	23
QD3	162	28.8
QD4	162	30.1
QA1	165	19.2
QA2	165	15.4
QA3	165	18.1
QA4	165	17.8
QB1	165	18.3
QB2	165	22
QB3	165	27.4
QB4	165	20.1
QC1	165	24.1
QC2	165	31.6
QC3	165	27.1
QC4	165	31
QD1	165	23.4
QD2	165	22.2
QD3	165	28.5
QD4	165	30
QA1	167	17.1
QA2	167	14.1
QA3	167	16.6
QA4	167	16.6
QB1	167	17.5
QB2	167	21.7
QB3	167	26.3
QB4	167	19.7
QC1	167	23.6
QC2	167	31.8
QC3	167	26.8
QC4	167	30.7
QD1	167	23.4
QD2	167	22.4
QD3	167	28.5
QD4	167	30.4
QB1	169	14.9
QB2	169	21.2
QB3	169	24.6
QB4	169	18.7
QC1	169	24
QC2	169	32.1
QC3	169	26.6
QC4	169	30.7
QD1	169	23.5
QD2	169	22.5
QD3	169	28.3
QD4	169	30.3
QB2	172	20.2
QB3	172	23.9
QB4	172	17.7
QC1	172	24.2
QC2	172	31.7
QC3	172	26.3
QC4	172	29.9
QD1	172	23.9
QD2	172	23.3
QD3	172	27.8
QD4	172	30.1
QB2	174	16.8
QB3	174	22.9
QB4	174	14
QC1	174	23.8
QC2	174	33.1
QC3	174	27.4
QC4	174	31.1
QD1	174	24.1
QD2	174	23.8
QD3	174	29
QD4	174	30.9
QB3	176	22.7
QC1	176	24.3
QC2	176	32.2
QC3	176	26.7
QC4	176	31.1
QD1	176	23.5
QD2	176	23.2
QD3	176	28.6
QD4	176	30.6
QB3	179	21.2
QC1	179	24.4
QC2	179	31.9
QC3	179	26.6
QC4	179	30.9
QD1	179	23.3
QD2	179	22.1
QD3	179	28.2
QD4	179	30.3
QB3	181	19.3
QC1	181	23.9
QC2	181	32
QC3	181	26.6
QC4	181	30.7
QD1	181	24
QD2	181	23
QD3	181	28.5
QD4	181	30.4
QB3	183	16.1
QC1	183	24.2
QC2	183	33
QC3	183	26.9
QC4	183	31.3
QD1	183	23.6
QD2	183	23.5
QD3	183	29.1
QD4	183	30.6
QC1	188	24.2
QC2	188	34
QC3	188	26.8
QC4	188	31.6
QD1	188	23.8
QD2	188	23.8
QD3	188	29.1
QD4	188	30.8
QC1	190	24
QC2	190	33.7
QC3	190	26.1
QC4	190	31.1
QD1	190	23.5
QD2	190	23.2
QD3	190	29.3
QD4	190	30.5
QC1	193	24.2
QC2	193	35.1
QC3	193	26.7
QC4	193	31.5
QD1	193	23.9
QD2	193	22.9
QD3	193	29.2
QD4	193	31.3
QC1	195	23.9
QC2	195	33.8
QC3	195	25.6
QC4	195	31
QD1	195	24.5
QD2	195	23.8
QD3	195	29.1
QD4	195	31.3
QC1	197	24.1
QC2	197	34.6
QC3	197	26
QC4	197	31.6
QD1	197	24.4
QD2	197	23.4
QD3	197	29.4
QD4	197	30.9
QC1	200	24.1
QC2	200	34.8
QC3	200	26.5
QC4	200	31.6
QD1	200	24.2
QD2	200	23.4
QD3	200	29.7
QD4	200	31
QC1	202	23.4
QC2	202	34.9
QC3	202	26.6
QC4	202	31
QD1	202	23.8
QD2	202	23.6
QD3	202	29.4
QD4	202	30.8
QC1	204	23.6
QC2	204	34
QC3	204	26.7
QC4	204	31
QD1	204	24.4
QD2	204	23.7
QD3	204	29.8
QD4	204	31
QC1	207	22.6
QC2	207	33.3
QC3	207	26.2
QC4	207	30.1
QD1	207	23.8
QD2	207	22.9
QD3	207	29.3
QD4	207	30.5
QC1	209	23.4
QC2	209	33.3
QC3	209	25.7
QC4	209	30.9
QD1	209	23.5
QD2	209	22.8
QD3	209	30.1
QD4	209	30.1
QC1	211	22.2
QC2	211	32.9
QC3	211	25.6
QC4	211	30
QD1	211	23.5
QD2	211	23.1
QD3	211	30
QD4	211	30
QC1	214	22.2
QC2	214	33.4
QC3	214	26.1
QC4	214	30.5
QD1	214	23.2
QD2	214	23.1
QD3	214	30.6
QD4	214	29.8
QC1	216	21.5
QC2	216	32.1
QC3	216	24.6
QC4	216	29.5
QD1	216	23.7
QD2	216	23
QD3	216	30.4
QD4	216	28.8
QC1	218	22.8
QC2	218	31.8
QC3	218	24.1
QC4	218	29
QD1	218	22.8
QD2	218	23
QD3	218	30.2
QD4	218	28.3
QC1	221	23.1
QC2	221	31.6
QC3	221	25.2
QC4	221	29.9
QD1	221	22.9
QD2	221	22.2
QD3	221	29.9
QD4	221	28.5
QC1	223	22.6
QC2	223	31.6
QC3	223	25.3
QC4	223	29.2
QD1	223	23.1
QD2	223	22.4
QD3	223	30.4
QD4	223	27.7
QC1	225	22.2
QC2	225	30.3
QC3	225	25.1
QC4	225	29.3
QD1	225	22.5
QD2	225	22
QD3	225	29.7
QD4	225	27.6
QC1	230	21.9
QC2	230	27.6
QC3	230	25.9
QC4	230	27.4
QD1	230	22.7
QD2	230	21.8
QD3	230	30.8
QD4	230	26.6
QC1	232	21
QC2	232	27.8
QC3	232	25.2
QC4	232	26.5
QD1	232	22.8
QD2	232	22.6
QD3	232	30.8
QD4	232	26
QC1	235	19.9
QC2	235	26.2
QC3	235	23.6
QC4	235	24.6
QD1	235	22.2
QD2	235	22.9
QD3	235	30.2
QD4	235	24.2
QC1	237	19.4
QC2	237	25.5
QC3	237	23.9
QC4	237	24.6
QD1	237	21.9
QD2	237	22.3
QD3	237	29.7
QD4	237	23.9
QC1	239	18.6
QC2	239	24.7
QC3	239	23.1
QC4	239	24
QD1	239	20.9
QD2	239	20.1
QD3	239	29.1
QD4	239	21.9
QC1	242	14.5
QC2	242	20.2
QC3	242	20.9
QC4	242	23.1
QD1	242	20.8
QD2	242	18.7
QD3	242	28.8
QD4	242	20.8
QC2	244	19.4
QC3	244	21.1
QC4	244	23
QD1	244	19.1
QD2	244	16.6
QD3	244	28
QD4	244	18.8
QC2	246	15.9
QC3	246	18.8
QC4	246	19.9
QD1	246	19.3
QD3	246	27.8
QC3	249	14.3
QC4	249	16.9
QD1	249	17.9
QD3	249	27.5
QD3	251	27.3
QD3	253	26.9
QD3	256	26.9
QD3	258	27.4
QD3	260	27.9
QD3	263	28.3
QD3	265	27.8
QD3	267	26.2
QD3	270	24
QD3	272	21.2
QD3	274	18.5
QD3	277	13.7
RA1	91	25.8
RA2	91	27.8
RA3	91	24.6
RA4	91	19.3
RB1	91	25.6
RB3	91	23.6
RB4	91	23.2
RC1	91	23.6
RC3	91	22.7
RC4	91	26.2
RD2	91	34.9
RD3	91	27.2
RD4	91	24.3
RA1	98	26
RA2	98	27.8
RA3	98	25
RA4	98	19.5
RB1	98	25
RB3	98	22.8
RB4	98	22.9
RC1	98	24.2
RC3	98	21.8
RC4	98	24.2
RD2	98	35.6
RD3	98	28
RD4	98	25.2
RA1	105	25.9
RA2	105	27
RA3	105	25.5
RA4	105	19.4
RB1	105	25.5
RB3	105	23.6
RB4	105	23.8
RC1	105	24.8
RC3	105	22.5
RC4	105	25.7
RD2	105	36.6
RD3	105	28.3
RD4	105	25.5
RA1	112	25
RA2	112	26.9
RA3	112	25.1
RA4	112	19.4
RB1	112	25.2
RB3	112	24.8
RB4	112	23.6
RC1	112	23.9
RC3	112	22.7
RC4	112	26
RD2	112	36.8
RD3	112	29.6
RD4	112	25.8
RA1	119	25.3
RA2	119	25.8
RA3	119	25.6
RA4	119	20.3
RB1	119	25.5
RB3	119	23.5
RB4	119	24.2
RC1	119	24.6
RC3	119	24.5
RC4	119	26.9
RD2	119	37.3
RD3	119	30.3
RD4	119	27
RA1	122	25.5
RA2	122	24.8
RA3	122	25.2
RA4	122	20.1
RB1	122	26.1
RB3	122	23.6
RB4	122	24.2
RC1	122	24.5
RC3	122	22.6
RC4	122	25.9
RD2	122	37.7
RD3	122	30.7
RD4	122	27.7
RA1	124	25.3
RA2	124	24.8
RA3	124	25.1
RA4	124	20.1
RB1	124	26.8
RB3	124	23
RB4	124	24
RC1	124	24.7
RC3	124	22.4
RC4	124	25.8
RD2	124	37.3
RD3	124	30.6
RD4	124	27.4
RA1	126	25.4
RA2	126	25
RA3	126	25.5
RA4	126	20.5
RB1	126	26.6
RB3	126	24.5
RB4	126	24.6
RC1	126	24.6
RC3	126	23.5
RC4	126	25
RD2	126	37.7
RD3	126	31.4
RD4	126	27.8
RA1	129	24.9
RA2	129	25
RA3	129	24.8
RA4	129	20.2
RB1	129	26.8
RB3	129	24.5
RB4	129	24.7
RC1	129	24.7
RC3	129	23.4
RC4	129	25.6
RD2	129	38
RD3	129	31.6
RD4	129	27.6
RA1	131	24.5
RA2	131	24.8
RA3	131	24.7
RA4	131	20
RB1	131	26.5
RB3	131	24.2
RB4	131	24.8
RC1	131	23.4
RC3	131	22.5
RC4	131	25
RD2	131	37.5
RD3	131	31.1
RD4	131	27.9
RA1	133	24.6
RA2	133	25.1
RA3	133	24.6
RA4	133	20.7
RB1	133	26.8
RB3	133	24.8
RB4	133	24.9
RC1	133	23.4
RC3	133	22.5
RC4	133	26.1
RD2	133	37.1
RD3	133	31.1
RD4	133	28.1
RA1	136	24.9
RA2	136	23.6
RA3	136	24.4
RA4	136	19.9
RB1	136	27
RB3	136	25.6
RB4	136	24.8
RC1	136	23.2
RC3	136	23
RC4	136	24.3
RD2	136	37.5
RD3	136	30.5
RD4	136	27.6
RA1	138	24.2
RA2	138	24.6
RA3	138	23.6
RA4	138	20.3
RB1	138	26.4
RB3	138	25.9
RB4	138	25
RC1	138	23.9
RC3	138	22.3
RC4	138	24.9
RD2	138	37
RD3	138	29.6
RD4	138	27.6
RA1	140	24.1
RA2	140	23.6
RA3	140	23.6
RA4	140	20
RB1	140	26.6
RB3	140	26.1
RB4	140	24.7
RC1	140	23.1
RC3	140	22.2
RC4	140	24.8
RD2	140	37.5
RD3	140	29.4
RD4	140	28.3
RA1	143	23.7
RA2	143	23.2
RA3	143	22.5
RA4	143	20.1
RB1	143	26.4
RB3	143	25.9
RB4	143	24.8
RC1	143	23.5
RC3	143	22.3
RC4	143	25.2
RD2	143	37.4
RD3	143	28.7
RD4	143	28.4
RA1	145	24
RA2	145	24.2
RA3	145	22.3
RA4	145	20.5
RB1	145	26.9
RB3	145	26.5
RB4	145	25.2
RC1	145	23.6
RC3	145	22.3
RC4	145	25.1
RD2	145	37.5
RD3	145	29.2
RD4	145	28.6
RA1	147	24.3
RA2	147	24.4
RA3	147	22.6
RA4	147	20.9
RB1	147	27
RB3	147	26.1
RB4	147	25.5
RC1	147	23.3
RC3	147	22
RC4	147	24.9
RD2	147	37.1
RD3	147	28.8
RD4	147	28.1
RA1	150	20
RA2	150	21.1
RA3	150	20.2
RA4	150	17.1
RB1	150	26.7
RB3	150	26.8
RB4	150	24.7
RC1	150	22
RC3	150	22.7
RC4	150	24.7
RD2	150	37
RD3	150	29.4
RD4	150	27.6
RA1	152	17.5
RA2	152	22.8
RA3	152	19.3
RA4	152	17.4
RB1	152	26.6
RB3	152	26.2
RB4	152	25
RC1	152	21.1
RC3	152	23
RC4	152	22.2
RD2	152	36.7
RD3	152	29.9
RD4	152	27.9
RA2	154	22.6
RA3	154	18.6
RA4	154	17.3
RB1	154	26.8
RB3	154	27.1
RB4	154	25
RC1	154	20.9
RC3	154	22.9
RC4	154	21
RD2	154	36.7
RD3	154	29.1
RD4	154	27.7
RA2	157	21.5
RA4	157	17.1
RB1	157	27.8
RB3	157	27.2
RB4	157	25.7
RC1	157	20.6
RC3	157	22.7
RC4	157	20.4
RD2	157	37.4
RD3	157	29.8
RD4	157	27.4
RA2	159	19.4
RA4	159	14.1
RB1	159	27
RB3	159	26.9
RB4	159	25.4
RC1	159	17.3
RC3	159	20.8
RC4	159	17.4
RD2	159	37.1
RD3	159	29.5
RD4	159	27.7
RA2	161	16.6
RB1	161	27.5
RB3	161	26.7
RB4	161	25.1
RC3	161	18.4
RD2	161	36.8
RD3	161	29.8
RD4	161	26.5
RB1	165	27.9
RB3	165	27.1
RB4	165	24.8
RD2	165	36.2
RD3	165	30.1
RD4	165	27
RB1	167	28.2
RB3	167	27.2
RB4	167	25.3
RD2	167	36.4
RD3	167	30.2
RD4	167	26.3
RB1	173	29.4
RB3	173	28.1
RB4	173	26.6
RD2	173	38.4
RD3	173	31.3
RD4	173	28.4
RB1	175	28.6
RB3	175	27.9
RB4	175	26.3
RD2	175	37.1
RD3	175	30.9
RD4	175	26.7
RB1	178	28.4
RB3	178	28
RB4	178	26.2
RD2	178	36.8
RD3	178	30.7
RD4	178	27.3
RB1	180	28.4
RB3	180	28.7
RB4	180	25.9
RD2	180	37.2
RD3	180	30.5
RD4	180	27.4
RB1	182	29.8
RB3	182	29.9
RB4	182	26.4
RD2	182	38
RD3	182	31.5
RD4	182	27.8
RB1	185	30.5
RB3	185	30.4
RB4	185	27
RD2	185	37.2
RD3	185	31.3
RD4	185	28.4
RB1	187	29.6
RB3	187	30.6
RB4	187	27
RD2	187	37.5
RD3	187	31.5
RD4	187	27.7
RB1	189	29.7
RB3	189	29.1
RB4	189	26.3
RD2	189	37.4
RD3	189	31.1
RD4	189	27.5
RB1	194	29.6
RB3	194	29
RB4	194	27.3
RD2	194	37.5
RD3	194	31.7
RD4	194	28.2
RB1	196	30.1
RB3	196	29.8
RB4	196	27.7
RD2	196	37.7
RD3	196	32.4
RD4	196	28.9
RB1	199	29.5
RB3	199	29.2
RB4	199	27.7
RD2	199	36.5
RD3	199	32.1
RD4	199	28.1
RB1	201	30.2
RB3	201	29.9
RB4	201	28.2
RD2	201	36.5
RD3	201	31.8
RD4	201	28.2
RB1	203	30
RB3	203	28.5
RB4	203	27
RD2	203	36.5
RD3	203	31.3
RD4	203	27.3
RB1	208	29.4
RB3	208	28.5
RB4	208	27.1
RD2	208	35.9
RD3	208	30.8
RD4	208	26.5
RB1	210	29.5
RB3	210	29.2
RB4	210	26.7
RD2	210	35.2
RD3	210	30.7
RD4	210	24.8
RB1	213	29.9
RB3	213	28.4
RB4	213	26.5
RD2	213	35.5
RD3	213	31.7
RD4	213	24.4
RB1	215	29.6
RB3	215	28.3
RB4	215	26.7
RD2	215	36.6
RD3	215	31.2
RD4	215	24.2
RB1	217	29.8
RB3	217	29.3
RB4	217	27
RD2	217	35.9
RD3	217	31.5
RD4	217	24.9
RB1	220	29.9
RB3	220	29.8
RB4	220	26.2
RD2	220	35.8
RD3	220	30.4
RD4	220	25
RB1	222	29.8
RB3	222	29.6
RB4	222	25.1
RD2	222	36.1
RD3	222	30.3
RD4	222	24.9
RB1	224	29.1
RB3	224	29.5
RB4	224	24.9
RD2	224	35.8
RD3	224	30.2
RD4	224	24.2
RB1	227	29.9
RB3	227	30.4
RB4	227	24.4
RD2	227	35.6
RD3	227	29.1
RD4	227	24.8
RB1	229	29.3
RB3	229	28.4
RB4	229	24.1
RD2	229	35.9
RD3	229	28.6
RD4	229	24.9
RB1	231	29.2
RB3	231	28.3
RB4	231	23.8
RD2	231	35.6
RD3	231	28.7
RD4	231	25.5
RB1	234	28.8
RB3	234	27.5
RB4	234	23.1
RD2	234	35.5
RD3	234	28.4
RD4	234	25.7
RB1	236	29.5
RB3	236	27.2
RB4	236	23.1
RD2	236	35.6
RD3	236	28
RD4	236	25
RB1	238	29.7
RB3	238	27.2
RB4	238	22.9
RD2	238	35.2
RD3	238	28.7
RD4	238	24.5
RB1	241	29.3
RB3	241	26.2
RB4	241	23.3
RD2	241	34.8
RD3	241	28.5
RD4	241	24
RB1	243	29.5
RB3	243	25.9
RB4	243	22.8
RD2	243	34.8
RD3	243	29.1
RD4	243	24
RB1	245	30.1
RB3	245	26
RB4	245	23.3
RD2	245	34.6
RD3	245	29.2
RD4	245	23.9
RB1	250	29.6
RB3	250	25.8
RB4	250	22.9
RD2	250	34.8
RD3	250	28.6
RD4	250	23
RB1	252	29.5
RB3	252	25.2
RB4	252	23.7
RD2	252	35
RD3	252	27.9
RD4	252	23.3
RB1	255	28
RB3	255	24
RB4	255	22.3
RD2	255	34.7
RD3	255	23.2
RD4	255	23.3
RB1	257	27.7
RB3	257	24.1
RB4	257	21.4
RD2	257	33.7
RD3	257	21.1
RD4	257	22.9
RB1	259	27.4
RB3	259	22.4
RB4	259	21.4
RD2	259	33.5
RD3	259	17.3
RD4	259	22.3
RB1	262	26.3
RB3	262	19.6
RB4	262	21.5
RD2	262	33.1
